일	기기	캠페인 유형	캠페인	광고그룹	광고 라벨	노출수	클릭수	통화 코드	비용	전환	TrueView 조회수
2026-05-22	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	4	0	KRW	1	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	"1,353"	67	KRW	7323	7.00	0
2026-05-22	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	41	0	KRW	71	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	"1,974"	127	KRW	6766	3.98	0
2026-05-22	태블릿	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	28	1	KRW	53	0.00	0
2026-05-22	컴퓨터	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	2	0	KRW	2	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	258	14	KRW	852	0.00	0
2026-05-22	태블릿	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	7	0	KRW	12	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	438	55	KRW	13091	4.86	127
2026-05-22	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_professional_instructor_260423	162	23	KRW	6149	3.00	46
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeclass_260423	181	11	KRW	1000	0.00	0
2026-05-22	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeclass_260423	6	0	KRW	3	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_hightscore_260423	157	13	KRW	899	0.00	0
2026-05-22	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_hightscore_260423	1	0	KRW	1	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academystandard_260423	"1,605"	117	KRW	13742	7.87	0
2026-05-22	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academystandard_260423	12	0	KRW	12	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_boostscorefast_universe_260423	644	60	KRW	6412	3.01	0
2026-05-22	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_boostscorefast_universe_260423	4	0	KRW	14	0.00	0
2026-05-22	컴퓨터	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts7.5_260423	4	0	KRW	4	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts7.5_260423	"2,082"	125	KRW	10608	4.01	221
2026-05-22	태블릿	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts7.5_260423	11	1	KRW	26	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_june_ieltsstart_260521	36	5	KRW	269	0.00	0
2026-05-22	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_june_ieltsstart_260521	1	0	KRW	1	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_june_textbook_event_260521	12	2	KRW	81	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_ielts_highscore_strategy_260521	58	3	KRW	344	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_junestart_benefits_260521	72	3	KRW	628	0.00	0
2026-05-22	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_junestart_benefits_260521	1	0	KRW	1	0.00	0
2026-05-22	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_targetscore_plan_260522	1	0	KRW	0	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_targetscore_plan_260522	20	6	KRW	219	0.00	0
2026-05-22	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltstiming_timer_260522	1	0	KRW	0	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltstiming_timer_260522	11	0	KRW	80	0.00	0
2026-05-22	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltstiming_ocean_260522	1	0	KRW	0	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltstiming_ocean_260522	23	1	KRW	101	0.00	0
2026-05-22	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_beforevacation_finish_260522	5	0	KRW	2	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_beforevacation_finish_260522	453	38	KRW	3579	1.50	0
2026-05-22	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_beforevacation_finish_260522	4	1	KRW	3	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ielts_instructor_260522	68	7	KRW	665	0.00	0
2026-05-22	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ielts_instructor_260522	1	0	KRW	0	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_beforevacation_track_260522	71	7	KRW	744	0.00	0
2026-05-22	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_beforevacation_track_260522	1	0	KRW	1	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltsfirst_book_260522	33	2	KRW	389	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltsstart_book_260522	29	2	KRW	260	0.00	0
2026-05-22	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_junestart_instructor_260521	57	8	KRW	560	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	447	23	KRW	2502	12.00	0
2026-05-23	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	12	0	KRW	15	0.00	0
2026-05-23	컴퓨터	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	1	0	KRW	1	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	"1,677"	81	KRW	7985	3.00	0
2026-05-23	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	92	2	KRW	76	0.00	0
2026-05-23	컴퓨터	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	2	0	KRW	1	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	"2,596"	142	KRW	6934	4.99	0
2026-05-23	태블릿	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	53	2	KRW	104	0.00	0
2026-05-23	컴퓨터	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	5	0	KRW	5	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	119	8	KRW	383	0.00	0
2026-05-23	태블릿	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	13	0	KRW	8	0.00	0
2026-05-23	컴퓨터	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	1	0	KRW	0	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	928	93	KRW	13688	15.59	240
2026-05-23	태블릿	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	2	0	KRW	26	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_professional_instructor_260423	439	43	KRW	5812	3.00	96
2026-05-23	태블릿	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_professional_instructor_260423	2	0	KRW	36	0.00	1
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academystandard_260423	"1,117"	95	KRW	10049	3.89	0
2026-05-23	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academystandard_260423	11	0	KRW	37	0.00	0
2026-05-23	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_boostscorefast_universe_260423	1	0	KRW	1	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_boostscorefast_universe_260423	692	73	KRW	7703	2.01	0
2026-05-23	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_boostscorefast_universe_260423	5	1	KRW	13	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts7.5_260423	926	94	KRW	10534	21.88	220
2026-05-23	태블릿	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts7.5_260423	8	2	KRW	90	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_june_ieltsstart_260521	145	18	KRW	1497	1.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_june_textbook_event_260521	7	0	KRW	158	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_ielts_highscore_strategy_260521	48	5	KRW	543	0.00	0
2026-05-23	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_ielts_highscore_strategy_260521	1	0	KRW	1	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_junestart_benefits_260521	82	13	KRW	1137	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_targetscore_plan_260522	12	0	KRW	157	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltstiming_timer_260522	96	17	KRW	1289	0.00	0
2026-05-23	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltstiming_timer_260522	2	0	KRW	7	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltstiming_ocean_260522	92	10	KRW	612	0.99	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_beforevacation_finish_260522	335	23	KRW	2286	0.50	0
2026-05-23	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_beforevacation_finish_260522	4	0	KRW	2	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ielts_instructor_260522	21	2	KRW	302	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_beforevacation_track_260522	269	34	KRW	2793	2.00	0
2026-05-23	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_beforevacation_track_260522	5	0	KRW	18	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltsfirst_book_260522	59	11	KRW	755	1.00	0
2026-05-23	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltsfirst_book_260522	1	0	KRW	10	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltsstart_book_260522	82	7	KRW	839	0.00	0
2026-05-23	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_junestart_instructor_260521	108	7	KRW	1102	0.00	0
2026-05-23	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_junestart_instructor_260521	4	0	KRW	21	0.00	0
2026-05-24	컴퓨터	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	5	0	KRW	1	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	609	45	KRW	4163	3.87	0
2026-05-24	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	13	1	KRW	23	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	"1,481"	57	KRW	6559	3.00	0
2026-05-24	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	112	0	KRW	81	0.00	0
2026-05-24	컴퓨터	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	6	0	KRW	3	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	"2,466"	127	KRW	6826	0.00	0
2026-05-24	태블릿	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	49	0	KRW	103	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	106	2	KRW	308	0.00	0
2026-05-24	태블릿	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	14	0	KRW	25	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	896	98	KRW	14500	19.00	225
2026-05-24	태블릿	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	1	0	KRW	2	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_professional_instructor_260423	299	37	KRW	4743	7.02	73
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academystandard_260423	731	81	KRW	7674	6.60	0
2026-05-24	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academystandard_260423	8	0	KRW	11	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_boostscorefast_universe_260423	647	78	KRW	6413	2.00	0
2026-05-24	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_boostscorefast_universe_260423	5	0	KRW	63	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts7.5_260423	587	99	KRW	10507	11.89	154
2026-05-24	태블릿	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts7.5_260423	7	1	KRW	73	0.02	1
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_june_ieltsstart_260521	44	5	KRW	524	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_june_textbook_event_260521	27	3	KRW	320	0.00	0
2026-05-24	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_june_textbook_event_260521	1	0	KRW	8	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_ielts_highscore_strategy_260521	36	7	KRW	464	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_junestart_benefits_260521	136	9	KRW	1322	0.00	0
2026-05-24	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_junestart_benefits_260521	2	0	KRW	14	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_targetscore_plan_260522	27	2	KRW	350	0.00	0
2026-05-24	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltstiming_timer_260522	1	0	KRW	3	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltstiming_timer_260522	150	15	KRW	1829	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltstiming_ocean_260522	518	34	KRW	3959	1.99	0
2026-05-24	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltstiming_ocean_260522	3	0	KRW	1	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_beforevacation_finish_260522	170	15	KRW	1437	0.94	0
2026-05-24	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_beforevacation_finish_260522	4	0	KRW	19	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ielts_instructor_260522	20	2	KRW	230	0.00	0
2026-05-24	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ielts_instructor_260522	1	0	KRW	5	0.00	0
2026-05-24	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_beforevacation_track_260522	2	0	KRW	16	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_beforevacation_track_260522	105	5	KRW	1042	0.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltsfirst_book_260522	86	15	KRW	1247	1.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-04_IELTS ACADEMY_IMG (수도권)	i_dm_ieltsstart_book_260522	139	14	KRW	2078	2.00	0
2026-05-24	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_junestart_instructor_260521	259	33	KRW	2437	0.01	0
2026-05-24	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-03_IELTS ACADEMY_IMG (수도권)	i_dm_junestart_instructor_260521	1	0	KRW	7	0.00	0
2026-05-25	휴대전화	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	402	25	KRW	2121	0.00	0
2026-05-25	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	1	0	KRW	0	0.00	0
2026-05-25	휴대전화	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	"1,561"	81	KRW	8067	0.01	0
2026-05-25	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	10	0	KRW	13	0.00	0
2026-05-25	컴퓨터	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	1	0	KRW	3	0.00	0
