일	기기	캠페인 유형	캠페인	광고그룹	광고 라벨	노출수	클릭수	통화 코드	비용	전환	TrueView 조회수
2026-05-07	태블릿	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-2_IELTS ACADEMY_5월특강_IMG (수도권)	i_dm_may_freespecial_260422	145	1	KRW	151	0.00	0
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	34	0	KRW	40	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	323	13	KRW	496	0.00	0
2026-05-07	태블릿	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	51	0	KRW	50	0.00	0
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	31	1	KRW	17	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	211	2	KRW	215	0.00	0
2026-05-07	태블릿	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	21	0	KRW	16	0.00	0
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts1.8months_260423	9	0	KRW	14	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts1.8months_260423	317	9	KRW	2972	0.00	84
2026-05-07	태블릿	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts1.8months_260423	3	0	KRW	5	0.00	1
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_0wonselftest_260423	1	0	KRW	3	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_0wonselftest_260423	66	4	KRW	356	0.00	0
2026-05-07	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_0wonselftest_260423	1	0	KRW	0	0.00	0
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	27	0	KRW	64	0.00	1
2026-05-07	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	518	14	KRW	5344	0.53	165
2026-05-07	태블릿	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	10	0	KRW	29	0.00	1
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_professional_instructor_260423	6	0	KRW	16	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_professional_instructor_260423	885	50	KRW	11832	4.47	262
2026-05-07	태블릿	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_professional_instructor_260423	8	0	KRW	49	0.00	0
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeclass_260423	25	0	KRW	16	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeclass_260423	"1,694"	50	KRW	5156	5.00	0
2026-05-07	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeclass_260423	52	0	KRW	41	0.00	0
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeleveltest_260423	7	0	KRW	1	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeleveltest_260423	82	2	KRW	98	0.00	0
2026-05-07	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeleveltest_260423	16	0	KRW	2	0.00	0
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_hightscore_260423	17	0	KRW	9	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_hightscore_260423	316	9	KRW	955	1.98	0
2026-05-07	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_hightscore_260423	46	0	KRW	20	0.00	0
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academystandard_260423	6	0	KRW	2	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academystandard_260423	"2,845"	77	KRW	7166	0.00	0
2026-05-07	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academystandard_260423	71	4	KRW	129	0.00	0
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_boostscorefast_universe_260423	2	0	KRW	2	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_boostscorefast_universe_260423	193	14	KRW	1010	0.00	0
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_ieltsstart_260423	1	0	KRW	2	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_ieltsstart_260423	481	18	KRW	2126	2.00	0
2026-05-07	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_ieltsstart_260423	18	0	KRW	16	0.00	0
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academy_260423	13	0	KRW	4	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academy_260423	838	19	KRW	2530	4.00	0
2026-05-07	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academy_260423	59	0	KRW	40	0.00	0
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts7.5_260423	2	0	KRW	1	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts7.5_260423	494	30	KRW	8460	2.00	50
2026-05-07	태블릿	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts7.5_260423	36	1	KRW	59	0.00	0
2026-05-07	컴퓨터	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_no1ielts_260423	5	0	KRW	10	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_no1ielts_260423	341	15	KRW	2575	1.05	46
2026-05-07	태블릿	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_no1ielts_260423	32	0	KRW	64	0.00	1
2026-05-07	휴대전화	디맨드젠 캠페인	DM_06_IELTS ACADEMY_교재이벤트_IMG (수도권)	06-02_IELTS ACADEMY_IMG (수도권)	i_dm_before_freetextbook_260504	"1,856"	34	KRW	3128	0.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_06_IELTS ACADEMY_교재이벤트_IMG (수도권)	06-02_IELTS ACADEMY_IMG (수도권)	i_dm_freetextbook_start_260504	"2,512"	98	KRW	12948	1.00	0
2026-05-07	휴대전화	디맨드젠 캠페인	DM_06_IELTS ACADEMY_교재이벤트_IMG (수도권)	06-02_IELTS ACADEMY_IMG (수도권)	i_dm_mayieltsweek_260504	"1,809"	24	KRW	4334	0.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	307	0	KRW	83	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	626	6	KRW	1225	2.98	0
2026-05-08	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	221	2	KRW	92	0.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	221	0	KRW	70	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	"7,135"	40	KRW	3838	0.00	0
2026-05-08	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	"1,200"	4	KRW	609	0.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강5_260210	438	0	KRW	115	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강5_260210	"1,559"	13	KRW	840	1.00	0
2026-05-08	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강5_260210	159	1	KRW	72	0.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	165	1	KRW	248	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	"1,808"	49	KRW	5895	2.00	0
2026-05-08	태블릿	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	142	2	KRW	246	0.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	110	0	KRW	85	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	498	14	KRW	769	0.00	0
2026-05-08	태블릿	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	47	0	KRW	45	0.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts1.8months_260423	7	1	KRW	33	0.00	2
2026-05-08	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts1.8months_260423	266	4	KRW	2554	0.00	71
2026-05-08	태블릿	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts1.8months_260423	9	0	KRW	32	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_0wonselftest_260423	68	3	KRW	245	0.00	0
2026-05-08	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_0wonselftest_260423	8	0	KRW	13	0.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	24	0	KRW	129	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	648	26	KRW	6321	5.00	152
2026-05-08	태블릿	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	10	0	KRW	19	0.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_professional_instructor_260423	15	0	KRW	132	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_professional_instructor_260423	"1,291"	73	KRW	10913	6.00	353
2026-05-08	태블릿	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_professional_instructor_260423	14	0	KRW	139	0.00	3
2026-05-08	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeclass_260423	15	0	KRW	12	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeclass_260423	"1,062"	37	KRW	3212	0.00	0
2026-05-08	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeclass_260423	67	0	KRW	56	0.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeleveltest_260423	8	0	KRW	6	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeleveltest_260423	118	3	KRW	337	0.00	0
2026-05-08	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeleveltest_260423	12	0	KRW	3	0.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_hightscore_260423	14	0	KRW	6	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_hightscore_260423	325	12	KRW	875	0.00	0
2026-05-08	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_hightscore_260423	13	0	KRW	7	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academystandard_260423	"2,683"	103	KRW	7292	4.86	0
2026-05-08	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academystandard_260423	52	0	KRW	63	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_boostscorefast_universe_260423	145	7	KRW	1151	1.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_ieltsstart_260423	3	0	KRW	1	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_ieltsstart_260423	595	27	KRW	2940	1.00	0
2026-05-08	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_ieltsstart_260423	9	1	KRW	13	0.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academy_260423	19	0	KRW	14	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academy_260423	753	30	KRW	3219	4.00	0
2026-05-08	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-02_IELTS ACADEMY_IMG (수도권)	i_dm_academy_260423	44	0	KRW	47	0.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts7.5_260423	1	0	KRW	0	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts7.5_260423	492	36	KRW	8190	1.00	107
2026-05-08	태블릿	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts7.5_260423	3	0	KRW	1	0.00	0
2026-05-08	컴퓨터	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_no1ielts_260423	6	0	KRW	20	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_no1ielts_260423	227	12	KRW	4067	1.99	37
2026-05-08	태블릿	디맨드젠 캠페인	DM_01_IELTS ACADEMY_VID (수도권)	01-01_IELTS ACADEMY_VID (수도권)	v_dm_no1ielts_260423	7	0	KRW	15	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_06_IELTS ACADEMY_교재이벤트_IMG (수도권)	06-02_IELTS ACADEMY_IMG (수도권)	i_dm_before_freetextbook_260504	"2,037"	43	KRW	4519	1.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_06_IELTS ACADEMY_교재이벤트_IMG (수도권)	06-02_IELTS ACADEMY_IMG (수도권)	i_dm_freetextbook_start_260504	"2,010"	71	KRW	8341	0.00	0
2026-05-08	휴대전화	디맨드젠 캠페인	DM_06_IELTS ACADEMY_교재이벤트_IMG (수도권)	06-02_IELTS ACADEMY_IMG (수도권)	i_dm_mayieltsweek_260504	"2,119"	77	KRW	7834	2.95	0
2026-05-09	컴퓨터	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	146	1	KRW	49	0.00	0
2026-05-09	휴대전화	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	495	8	KRW	1818	0.00	0
2026-05-09	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강2_260210	102	2	KRW	57	0.00	0
2026-05-09	컴퓨터	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	83	0	KRW	29	0.00	0
2026-05-09	휴대전화	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	"4,921"	96	KRW	5884	2.00	0
2026-05-09	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강3_260210	714	11	KRW	669	0.00	0
2026-05-09	컴퓨터	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강5_260210	137	2	KRW	58	0.00	0
2026-05-09	휴대전화	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강5_260210	"1,042"	19	KRW	1323	0.00	0
2026-05-09	태블릿	디맨드젠 캠페인	(어학원) 디맨드젠 캠페인_온라인특강_260210	디맨드젠_검색+리타겟_관심사	IMG_온라인특강5_260210	91	3	KRW	135	0.00	0
2026-05-09	컴퓨터	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	44	0	KRW	38	0.00	0
2026-05-09	휴대전화	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	"2,175"	98	KRW	6298	8.00	0
2026-05-09	태블릿	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_review_260422	167	3	KRW	244	0.00	0
2026-05-09	컴퓨터	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	55	0	KRW	34	0.00	0
2026-05-09	휴대전화	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	303	7	KRW	577	0.00	0
2026-05-09	태블릿	디맨드젠 캠페인	DM_03_IELTS ACADEMY_월별특강_IMG (수도권)	00-3_IELTS ACADEMY_6월특강_IMG (수도권)	i_dm_june_freespecial_260422	63	0	KRW	48	0.00	0
2026-05-09	컴퓨터	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts1.8months_260423	3	0	KRW	4	0.00	0
2026-05-09	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_ielts1.8months_260423	189	9	KRW	1097	2.14	64
2026-05-09	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_0wonselftest_260423	62	0	KRW	206	0.00	0
2026-05-09	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_0wonselftest_260423	2	0	KRW	2	0.00	0
2026-05-09	컴퓨터	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	19	0	KRW	46	0.00	1
2026-05-09	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	689	31	KRW	4716	1.14	199
2026-05-09	태블릿	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_satisfaction93.4_260423	13	0	KRW	21	0.00	2
2026-05-09	컴퓨터	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_professional_instructor_260423	3	0	KRW	3	0.00	0
2026-05-09	휴대전화	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_professional_instructor_260423	"1,935"	143	KRW	14358	7.98	455
2026-05-09	태블릿	디맨드젠 캠페인	DM_05_IELTS ACADEMY_VID (수도권)	05-01_IELTS ACADEMY_VID (수도권)	v_dm_professional_instructor_260423	2	0	KRW	2	0.00	0
2026-05-09	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeclass_260423	26	0	KRW	17	0.00	0
2026-05-09	휴대전화	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeclass_260423	"1,219"	36	KRW	3838	2.00	0
2026-05-09	태블릿	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeclass_260423	49	1	KRW	67	0.00	0
2026-05-09	컴퓨터	디맨드젠 캠페인	DM_04_IELTS ACADEMY_IMG (수도권)	04-01_IELTS ACADEMY_IMG (수도권)	i_dm_freeleveltest_260423	4	0	KRW	1	0.00	0
